Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006468~protein phosphorylation	11	3.8461538461538463	0.04521085085094216	7042, 9201, 51265, 344387, 5599, 2534, 10110, 130399, 27330, 83931, 9064	200	456	16792	2.0253508771929827	1.0	0.9387449198460922	53.11059913604009
GOTERM_BP_DIRECT	GO:0032507~maintenance of protein location in cell	2	0.6993006993006993	0.04657158920786648	1627, 857	200	4	16792	41.980000000000004	1.0	0.9363039828879124	54.19266649950538
GOTERM_BP_DIRECT	GO:0072675~osteoclast fusion	2	0.6993006993006993	0.04657158920786648	135228, 81501	200	4	16792	41.980000000000004	1.0	0.9363039828879124	54.19266649950538
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	7	2.4475524475524475	0.050021810460633045	7042, 4313, 1893, 2263, 857, 284, 57007	200	223	16792	2.635515695067265	1.0	0.9415450749885221	56.83215662655242
GOTERM_BP_DIRECT	GO:0048701~embryonic cranial skeleton morphogenesis	3	1.048951048951049	0.05190609822319438	860, 2263, 6913	200	31	16792	8.12516129032258	1.0	0.9410689905796357	58.212696354190065
GOTERM_BP_DIRECT	GO:0070098~chemokine-mediated signaling pathway	4	1.3986013986013985	0.052128439380260023	2826, 10563, 6366, 57007	200	71	16792	4.730140845070423	1.0	0.9350714581095517	58.372833867456755
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	6	2.097902097902098	0.05413734294640295	7042, 5465, 4313, 857, 112399, 7057	200	172	16792	2.9288372093023254	1.0	0.9352708915757885	59.79381941880369
GOTERM_BP_DIRECT	GO:0090263~positive regulation of canonical Wnt signaling pathway	5	1.7482517482517483	0.0545084307137101	59352, 8313, 2263, 857, 340419	200	120	16792	3.4983333333333335	1.0	0.9299387918878895	60.051270775347156
GOTERM_BP_DIRECT	GO:0001974~blood vessel remodeling	3	1.048951048951049	0.05494553937951662	7042, 7052, 558	200	32	16792	7.87125	1.0	0.9248217233577468	60.35254026209269
GOTERM_BP_DIRECT	GO:0051480~regulation of cytosolic calcium ion concentration	3	1.048951048951049	0.05494553937951662	10590, 5158, 857	200	32	16792	7.87125	1.0	0.9248217233577468	60.35254026209269
GOTERM_BP_DIRECT	GO:0035336~long-chain fatty-acyl-CoA metabolic process	2	0.6993006993006993	0.057873248355941126	8694, 84649	200	5	16792	33.584	1.0	0.9285657325524559	62.31608058519731
GOTERM_BP_DIRECT	GO:0072584~caveolin-mediated endocytosis	2	0.6993006993006993	0.057873248355941126	857, 23209	200	5	16792	33.584	1.0	0.9285657325524559	62.31608058519731
GOTERM_BP_DIRECT	GO:0048286~lung alveolus development	3	1.048951048951049	0.061206065285665315	64759, 2263, 83931	200	34	16792	7.408235294117646	1.0	0.9331739213303056	64.44007588919942
GOTERM_BP_DIRECT	GO:0030282~bone mineralization	3	1.048951048951049	0.061206065285665315	8313, 2263, 340419	200	34	16792	7.408235294117646	1.0	0.9331739213303056	64.44007588919942
GOTERM_BP_DIRECT	GO:0009409~response to cold	3	1.048951048951049	0.06769655671076855	51316, 1006, 79054	200	36	16792	6.996666666666667	1.0	0.9454710091144605	68.25782883882484
GOTERM_BP_DIRECT	GO:0030177~positive regulation of Wnt signaling pathway	3	1.048951048951049	0.06769655671076855	59352, 2263, 340419	200	36	16792	6.996666666666667	1.0	0.9454710091144605	68.25782883882484
GOTERM_BP_DIRECT	GO:0048469~cell maturation	3	1.048951048951049	0.06769655671076855	860, 6366, 558	200	36	16792	6.996666666666667	1.0	0.9454710091144605	68.25782883882484
GOTERM_BP_DIRECT	GO:0060527~prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis	2	0.6993006993006993	0.06904160622609201	2263, 3239	200	6	16792	27.986666666666668	1.0	0.943807439106885	68.99926143682671
GOTERM_BP_DIRECT	GO:0001957~intramembranous ossification	2	0.6993006993006993	0.06904160622609201	4313, 8313	200	6	16792	27.986666666666668	1.0	0.943807439106885	68.99926143682671
GOTERM_BP_DIRECT	GO:0042060~wound healing	4	1.3986013986013985	0.0694651433471497	7042, 5465, 1634, 2737	200	80	16792	4.198	1.0	0.9399194453097146	69.22934109244717
GOTERM_BP_DIRECT	GO:0042127~regulation of cell proliferation	6	2.097902097902098	0.06995582578201093	10563, 2534, 10110, 50515, 3239, 112399	200	185	16792	2.723027027027027	1.0	0.9361830991420486	69.49389143418381
GOTERM_BP_DIRECT	GO:0043524~negative regulation of neuron apoptotic process	5	1.7482517482517483	0.07206915599474109	2149, 558, 2534, 284, 128434	200	132	16792	3.18030303030303	1.0	0.936658699907944	70.60907303858268
GOTERM_BP_DIRECT	GO:0032570~response to progesterone	3	1.048951048951049	0.07783258733888444	7042, 857, 7057	200	39	16792	6.458461538461538	1.0	0.945429728978379	73.45900183945587
GOTERM_BP_DIRECT	GO:0051897~positive regulation of protein kinase B signaling	4	1.3986013986013985	0.07790433196515825	6366, 558, 284, 7057	200	84	16792	3.998095238095238	1.0	0.941249271485142	73.49278497731902
GOTERM_BP_DIRECT	GO:0007435~salivary gland morphogenesis	2	0.6993006993006993	0.0800782272410675	7042, 5423	200	7	16792	23.98857142857143	1.0	0.9416995912326939	74.49748957920983
GOTERM_BP_DIRECT	GO:0045722~positive regulation of gluconeogenesis	2	0.6993006993006993	0.0800782272410675	5465, 84649	200	7	16792	23.98857142857143	1.0	0.9416995912326939	74.49748957920983
GOTERM_BP_DIRECT	GO:0030916~otic vesicle formation	2	0.6993006993006993	0.0800782272410675	2263, 8820	200	7	16792	23.98857142857143	1.0	0.9416995912326939	74.49748957920983
GOTERM_BP_DIRECT	GO:0060687~regulation of branching involved in prostate gland morphogenesis	2	0.6993006993006993	0.0800782272410675	2263, 3239	200	7	16792	23.98857142857143	1.0	0.9416995912326939	74.49748957920983
GOTERM_BP_DIRECT	GO:0008544~epidermis development	4	1.3986013986013985	0.08008139508175179	5465, 6706, 51806, 3852	200	85	16792	3.9510588235294115	1.0	0.9374135731267229	74.49892720764088
GOTERM_BP_DIRECT	GO:0046426~negative regulation of JAK-STAT cascade	3	1.048951048951049	0.08131121480571635	23767, 1634, 857	200	40	16792	6.297	1.0	0.9358766841242026	75.05133129576213
GOTERM_BP_DIRECT	GO:0040036~regulation of fibroblast growth factor receptor signaling pathway	2	0.6993006993006993	0.09098465755296191	860, 2263	200	8	16792	20.990000000000002	1.0	0.9510152132170934	79.02080860640727
GOTERM_BP_DIRECT	GO:0090181~regulation of cholesterol metabolic process	2	0.6993006993006993	0.09098465755296191	2053, 84649	200	8	16792	20.990000000000002	1.0	0.9510152132170934	79.02080860640727
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	10	3.4965034965034967	0.09145710115354744	2066, 5599, 7052, 580, 51316, 50515, 2737, 284, 7057, 83931	200	455	16792	1.8452747252747255	1.0	0.9482926666602409	79.19859415060742
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	12	4.195804195804196	0.09453798217849335	6716, 1572, 4835, 8564, 2330, 3081, 8424, 4051, 9645, 84890, 112399, 10840	200	592	16792	1.701891891891892	1.0	0.9500810611894774	80.32372591966777
GOTERM_BP_DIRECT	GO:0006874~cellular calcium ion homeostasis	4	1.3986013986013985	0.09841848532018752	2053, 6781, 79054, 857	200	93	16792	3.611182795698925	1.0	0.9529946255066502	81.65963747358383
